"905","bunxān"
"906","bur- burišn"
"907","burāg"
"908","burām-"
"909","burd"
"910","burdan bar-"
"911","burdār"
"912","burdārīh"
"913","burdešnōhr"
"914","burdīh"
"915","burg"
"916","burīdan bur-"
"917","burišn"
"918","Burz"
"919","Burzēnmīhr"
"920","burzīdan burz-"
"921","burzišn"
"922","burzišnīg"
"923","buš"
"924","būšāsp"
"925","but"
"926","buz"
"927","namāz burdan"
"928","padist abar burdan"
"929","pēšār bādan"
"930","wahāg burdan"
"931","cābuk"
"932","cābukīh"
"933","cādur"
"934","cagād"
"935","cagar"
"936","cāh"
"937","cahār"
"938","cahārdah"
"939","cahārpāy"
"940","cakōk"
"941","cakuc"
"942","cambar"
"943","camišn"
"944","cand"
"945","candal"
"946","candīdan cand-"
"947","candīh"
"948","candišn"
"949","cang"
"950","cangsrāy"
"951","cār"
"952","carag"
"953","cārag"
"954","cāraggarīh"
"955","carb"
"956","carbīh"
"957","carbišn"
"958","carbišnōmand"
"959","carm"
"960","cārūg"
"961","cārūgēn"
"962","carz"
"963","cāšīdan"
"964","cāšišn"
"965","cašm"
"966","cašmag"
"967","cašmag"
"968","cašmagāh"
"969","cašmagāhīh"
"970","cašmarešk"
"971","cašmareškīh"
"972","cašmdīd"
"973","cāšnīg"
"974","cāšt"
"975","cāštag"
"976","cāštag"
"977","cāštan cāš-"
"978","catrang"
"979","cawgān cawlagān"
"980","caxrag"
"981","caxšāgīh"
"982","caxšišn"
"983","cē"
"984","cē"
"985","cē rāy"
"986","cē ēwēnag"
"987","cē ēwēnagīh"
"988","cegāmag"
"989","cegām-iz čegām-ē čegām-ēw"
"990","cēh- cēhišn"
"991","cēhag"
"992","cehel"
"993","cēhišn"
"994","cēhišnīg"
"995","cēhwidarag"
"996","cēīh"
"997","cēlān"
"998","cēlāngar"
"999","cēr"
"1000","cērīh"
"1001","cērīhistan cērīh-"
"1002","cīdan cēh-"
"1003","ēd rāy cē"
"1004","cīdan cēh-"
