rel_id,parent_id,child_id,type
4195,5194,1033,contains
4196,5194,1227,contains
4197,5197,1048,contains
4198,5198,1025,contains
4199,5198,1026,contains
4200,5200,1185,contains
4201,5201,1023,contains
4202,5202,1073,contains
4203,5202,1074,contains
5000,3,1002,contains
5001,3,1003,contains
5002,5,1004,contains
5003,5,1005,contains
5004,5,1006,contains
5005,5,1007,contains
5006,5,1008,contains
5007,5,1009,contains
5008,5,1010,contains
5009,5,1011,contains
5010,5,1012,contains
5012,3,1014,contains
5013,3,1015,contains
5015,3,1046,contains
5016,3,1069,contains
5017,67,1112,contains
5018,3,1217,contains
5019,15,1218,contains
5020,149,1219,contains
5021,3,1220,contains
5022,62,1221,contains
5023,28,1222,contains
5024,28,1223,contains
5025,28,1224,contains
5026,3,1228,contains
5027,3,1229,contains
5028,3,1230,contains
5029,3,1232,contains
5030,,1233,contains
5031,5,1234,contains
5032,4,1235,contains
5033,104,1236,contains
5034,9,1237,contains
5035,184,1238,contains
5036,191,1239,contains
5037,192,1240,contains
5038,194,1241,contains
5039,195,1242,contains
5040,195,1243,contains
5041,3,1246,contains
5042,5,1248,contains
5,210,3,contains
7,100,17,contains
8,213,176,contains
9,213,178,contains
10,213,118,contains
11,214,215,contains
12,214,61,contains
13,153,6,contains
14,211,9,contains
15,153,18,contains
16,210,216,contains
17,210,217,contains
18,210,218,contains
19,96,219,contains
20,220,3,contains
21,222,223,contains
22,222,221,contains
23,221,114,contains
24,221,142,contains
25,221,143,contains
26,221,144,contains
27,221,187,contains
28,145,222,contains
29,145,222,contains
30,221,224,contains
31,29,225,contains
32,226,227,contains
33,226,228,contains
34,226,229,contains
35,226,230,contains
36,226,231,contains
37,226,232,contains
38,226,233,contains
39,210,234,contains
40,235,62,contains
41,236,237,contains
42,222,236,contains
43,221,238,contains
44,238,239,contains
45,221,241,contains
46,241,240,contains
47,114,242,contains
48,114,243,contains
49,114,244,contains
50,114,245,contains
51,143,246,contains
52,246,247,contains
53,246,248,contains
54,246,249,contains
55,246,250,contains
56,143,251,contains
57,62,252,contains
58,220,54,contains
59,54,254,contains
60,220,55,contains
62,62,255,contains
63,62,256,contains
64,62,257,contains
65,62,258,contains
66,62,259,contains
67,62,260,contains
68,62,261,contains
69,153,119,contains
70,62,262,contains
71,62,263,contains
72,263,264,contains
73,62,265,contains
74,62,266,contains
75,62,267,contains
76,62,269,contains
77,62,270,contains
78,62,271,contains
79,62,272,contains
80,5044,273,contains
81,5078,274,contains
82,1058,274,adjacent
83,1020,1021,adjacent
84,3,275,contains
85,108,276,environs
86,277,220,contains
87,277,209,contains
88,73,278,contains
89,125,278,environs
90,278,279,contains
91,210,6,conquest
92,210,29,contains
93,210,74,conquest
94,100,29,conquest
95,287,144,contains
96,287,143,contains
97,210,1,conquest
98,280,4,conquest
99,210,74,conquest
100,210,6,conquest
101,100,141,conquest
102,210,68,conquest
103,210,38,conquest
104,210,74,conquest
105,125,73,conquest
106,286,137,conquest
107,286,137,conquest
108,210,129,conquest
109,106,188,conquest
110,210,4,conquest
111,28,28,conquest
112,100,45,conquest
113,100,74,conquest
114,281,18,conquest
115,281,169,conquest
116,281,6,conquest
117,281,19,conquest
118,281,170,conquest
119,210,129,conquest
120,210,72,conquest
121,210,37,conquest
122,285,194,conquest
123,285,195,conquest
124,3,101,environs
125,220,289,contains
126,3,289,environs
127,3,290,contains
128,3,291,contains
129,3,292,contains
130,3,293,contains
131,101,294,contains
132,101,295,contains
133,3,296,contains
134,1055,296,adjacent
135,296,1054,adjacent
136,1055,1054,adjacent
137,62,297,
138,62,298,
139,62,299,
140,62,300,
141,3,301,contains
142,5153,302,contains
143,302,1082,adjacent
145,3,303,contains
147,3,304,
148,3,305,
149,308,307,contains
150,46,308,contains
151,46,309,contains
152,309,310,contains
153,309,311,contains
154,220,48,contains
155,220,49,contains
156,220,50,contains
157,220,51,contains
158,3,312,contains
159,3,313,contains
160,3,314,contains
161,3,315,contains
162,315,313,adjacent
163,3,316,contains
164,3,317,contains
165,3,318,contains
166,310,1004,adjacent
167,50,319,contains
168,48,320,contains
169,51,321,contains
170,177,322,contains
171,177,323,contains
172,177,324,contains
173,5065,325,contains
174,325,1098,adjacent
175,326,331,contains
176,5159,334,contains
177,1110,334,adjacent
178,5183,335,contains
179,3,342,contains
180,220,343,contains
181,343,344,contains
182,346,345,contains
183,7,347,contains
184,3,348,contains
185,5,156,environs
186,351,95,contains
187,351,1,contains
188,353,352,contains
189,353,27,contains
355,355,354,contains
191,355,29,contains
192,114,356,contains
193,220,358,contains
194,220,359,contains
195,220,360,contains
196,5024,361,contains
197,5029,362,contains
198,3,363,contains
199,3,364,contains
200,3,365,contains
201,3,367,contains
202,5072,368,contains
203,101,369,environs
204,370,8,contains
205,100,373,conquest
206,27,375,contains
207,72,383,contains
208,9,384,contains
209,76,385,contains
210,73,204,contains
211,387,386,environs
212,4,386,contains
213,116,117,contains
214,116,118,contains
215,116,139,contains
216,389,25,contains
217,389,176,contains
218,6,393,contains
219,395,7,contains
220,395,176,conquest
221,47,208,environs
222,114,398,contains
223,5,399,contains
224,401,39,contains
225,401,400,contains
226,62,403,environs
227,62,404,environs
228,406,185,contains
229,220,58,contains
230,220,407,contains
231,220,48,contains
232,220,46,contains
233,220,47,contains
234,22,408,contains
235,409,30,contains
236,409,57,contains
237,409,21,contains
238,411,102,contains
239,411,412,contains
240,411,75,contains
241,411,394,contains
242,355,29,contains
243,355,104,contains
244,355,68,contains
245,355,42,contains
246,235,32,conquest
247,235,413,conquest
248,136,413,contains
249,136,62,contains
250,136,63,contains
251,62,500,contains
252,62,501,environs
253,501,502,contains
254,501,503,environs
255,503,504,contains
256,505,506,contains
257,505,507,environs
258,507,508,contains
259,508,509,environs
260,509,510,environs
261,3,511,environs
262,3,512,environs
263,427,428,contains
264,427,429,contains
265,427,430,contains
266,43,431,contains
267,43,432,contains
268,43,433,contains
269,434,103,contains
270,434,134,contains
271,434,203,contains
272,436,70,contains
273,436,198,contains
274,436,435,contains
275,437,438,contains
276,437,440,contains
277,437,439,contains
278,442,219,contains
279,442,123,contains
280,442,443,contains
281,444,390,contains
282,444,1,contains
283,444,445,contains
284,444,447,contains
285,444,446,contains
286,448,146,contains
287,448,72,contains
288,448,449,contains
289,448,450,contains
290,451,452,contains
291,451,129,contains
292,451,453,contains
293,451,454,contains
294,451,455,contains
295,451,456,contains
296,71,457,contains
297,71,458,contains
298,71,800,contains
299,71,801,contains
300,71,802,contains
301,91,451,contains
302,100,803,conquest
303,100,282,protectorate_status
304,9,804,environs
306,282,9,conquest
307,113,806,contains
308,100,210,unequal_treaty
309,100,210,unequal_treaty
310,210,808,contains
311,3,809,contains
312,809,810,adjacent
313,210,29,conquest
314,355,231,contains
315,355,232,contains
316,355,233,contains
317,3,513,environs
318,513,514,environs
319,515,514,environs
320,5,517,contains
321,1004,518,contains
322,5,519,contains
323,5,520,environs
324,520,156,contains
325,156,522,contains
326,5,523,environs
327,113,28,environs
328,220,28,contains
329,28,525,contains
330,28,526,contains
331,28,527,environs
332,527,528,contains
333,457,529,contains
334,457,530,environs
335,176,531,environs
336,533,176,contains
337,176,534,environs
338,534,535,environs
339,535,536,environs
340,536,537,environs
341,537,538,environs
342,27,539,environs
344,176,532,contains
345,840,133,
346,840,841,contains
347,841,842,environs
348,210,396,vassal
349,210,139,vassal
350,210,178,vassal
351,210,843,vassal
352,844,843,contains
353,210,1,vassal
354,210,38,conquest
501,210,74,siege_failed
502,3,845,environs
503,3,358,environs
504,3,846,environs
505,235,33,siege_failed
506,210,355,siege_failed
507,210,848,conquest
508,210,38,conquest
509,210,74,conquest
510,210,849,conquest
511,210,6,conquest
512,210,153,conquest
513,282,6,conquest
514,235,33,siege_failed
515,210,68,siege_failed
516,104,850,environs
517,355,850,contains
518,210,850,conquest
519,210,231,siege_failed
520,4,387,contains
521,209,851,contains
522,73,548,contains
523,3,549,contains
524,28,550,contains
525,28,551,environs
526,3,845,contains
527,3,363,contains
528,3,554,contains
529,3,555,contains
530,3,556,contains
531,3,557,contains
532,3,558,contains
533,3,559,contains
535,3,1098,contains
536,,,
537,,,
538,,,
539,,,
540,,,
541,,,
542,,,
543,,,
544,,,
545,,,
546,100,548,contains
547,9,866,contains
548,9,867,contains
549,867,868,contains
550,867,869,contains
551,135,870,contains
552,373,871,environs
553,871,872,environs
554,873,871,contains
555,874,114,contains
556,3,875,contains
557,5116,876,contains
558,5116,5066,adjacent
559,875,877,contains
560,875,878,contains
561,91,562,contains
562,1,563,contains
563,104,564,contains
564,22,565,contains
565,128,566,contains
566,448,567,contains
567,21,568,contains
568,457,569,contains
569,91,570,contains
570,1,571,contains
572,3,573,contains
573,3,574,contains
574,3,575,contains
575,3,358,contains
576,3,577,environs
577,28,578,contains
578,28,579,contains
579,28,1222,contains
580,28,581,contains
581,28,582,contains
582,28,583,contains
583,28,584,contains
584,583,584,contains
585,583,298,contains
586,583,585,contains
587,28,585,contains
588,28,586,contains
589,28,587,contains
590,36,589,environs
591,589,590,environs
592,590,588,environs
593,588,591,environs
594,591,592,environs
595,,,
596,875,908,contains
597,875,909,contains
598,875,5068,contains
599,875,910,contains
600,875,5016,contains
601,875,911,contains
602,875,5112,contains
603,875,913,contains
604,878,600,contains
605,878,601,contains
606,908,602,contains
628,875,5191,contains
629,875,5171,contains
630,875,918,contains
631,875,919,contains
632,875,5187,contains
633,3,920,contains
634,920,921,contains
635,920,922,contains
636,920,5052,contains
637,920,923,contains
638,920,924,contains
639,920,925,contains
640,920,5101,contains
641,908,603,contains
642,920,927,contains
643,928,306,contains
644,920,928,contains
645,920,5053,contains
646,920,929,contains
647,920,930,contains
648,920,931,contains
649,920,5165,contains
650,928,5127,contains
651,920,932,contains
652,920,5146,contains
653,920,5194,contains
654,920,933,contains
655,920,5114,contains
656,3,934,contains
657,3,935,contains
658,282,38,conquest
659,38,936,contains
660,19,937,environs
661,153,937,contains
662,3,938,contains
663,3,939,contains
664,875,940,contains
665,3,940,contains
666,3,941,contains
667,3,942,contains
668,222,943,contains
669,73,943,contains
670,214,944,contains
671,944,945,contains
672,919,948,contains
673,3,949,adjacent
674,100,210,unequal_treaty
675,78,950,contains
676,214,77,contains
677,5068,604,contains
678,5016,606,contains
679,5112,608,contains
680,913,609,contains
681,5187,610,contains
682,925,611,contains
683,5101,612,contains
684,,,
685,,,
686,,,
687,,,
688,,,
689,,,
690,,,
691,,,
692,,,
693,,,
694,,,
695,,,
696,,,
697,,,
698,,,
699,,,
700,,,
701,,,
702,,,
703,,,
704,,,
705,,,
706,3,967,contains
707,967,968,contains
708,967,5063,contains
709,967,969,contains
710,967,970,contains
711,967,971,contains
712,967,972,contains
713,967,973,contains
714,967,974,contains
715,967,975,contains
716,967,976,contains
717,967,977,contains
718,967,978,contains
719,967,979,contains
720,967,980,contains
721,967,5067,contains
722,967,981,contains
723,967,982,contains
724,967,983,contains
725,967,983,contains
726,967,984,contains
727,967,985,contains
729,220,60,contains
730,60,987,contains
731,3,988,contains
732,988,989,contains
733,988,990,contains
734,988,991,contains
735,988,992,contains
736,988,993,contains
737,988,6000,contains
738,988,6001,contains
739,988,6002,contains
740,988,6003,contains
741,988,6004,contains
742,988,6004,contains
744,988,6005,contains
745,988,6006,contains
746,988,6007,contains
747,988,6008,contains
748,6008,6009,contains
749,988,6010,contains
750,988,6011,contains
752,988,6013,contains
754,988,6014,contains
755,988,6015,contains
756,988,5044,contains
757,943,6016,contains
758,114,6017,contains
759,221,6018,contains
760,222,6026,contains
761,100,6028,contains
762,6028,958,contains
763,6028,6026,contains
764,6029,135,contains
765,6029,161,contains
766,6029,6024,conquest
767,220,34,contains
768,100,210,unequal_treaty
769,100,210,unequal_treaty
770,100,210,unequal_treaty
771,100,210,unequal_treaty
772,209,56,contains
773,457,6036,contains
774,102,6035,contains
775,1168,1170,adjacent
776,3,6038,contains
777,6038,6039,contains
778,6038,5125,contains
779,6038,5080,contains
780,6038,5117,contains
781,6038,6059,contains
782,6059,1043,contains
783,6038,6040,contains
784,6038,6041,contains
785,6038,6042,contains
786,6038,6043,contains
787,6038,6044,contains
788,6038,6045,contains
789,6038,6046,contains
790,6038,6047,contains
791,6038,6048,contains
792,6038,6049,contains
793,6038,6050,contains
794,6038,6051,contains
795,6038,6052,contains
796,6038,6053,contains
798,5084,5143,contains
799,5084,5183,contains
800,5084,6054,contains
801,5084,5134,contains
802,5084,6055,contains
803,5084,5166,contains
804,5084,5074,contains
805,5084,5172,contains
806,5084,6056,contains
807,5084,6057,contains
808,5084,5055,contains
809,1027,6058,contains
810,5084,6060,contains
811,5084,5188,contains
812,5084,6061,contains
813,5084,6062,contains
814,5084,6063,contains
815,5084,6064,contains
816,875,5152,contains
817,3,6065,contains
818,3,6067,contains
819,6067,5009,contains
820,6067,6068,contains
821,6067,6069,contains
822,6067,6070,contains
823,6067,6071,contains
824,6067,5197,contains
825,6067,6072,contains
826,6067,6073,contains
827,6067,6074,contains
828,6067,6075,contains
829,6067,5088,contains
830,6067,5098,contains
831,6067,6076,contains
832,6067,6077,contains
833,6067,5162,contains
834,,6078,contains
835,6078,6079,contains
836,6078,5156,contains
837,6078,6080,contains
838,6078,5202,contains
839,6078,6081,contains
840,6078,5018,contains
841,6078,5118,contains
842,6078,6082,contains
843,6078,5051,contains
844,6078,5027,contains
845,6078,6083,contains
847,3,6085,contains
848,6085,5153,contains
849,6085,6086,contains
850,6085,6087,contains
851,6085,5103,contains
852,6085,6088,contains
853,6085,5013,contains
854,6085,6089,contains
855,6085,5109,contains
856,6085,5102,contains
857,6085,5078,contains
858,6085,6090,contains
859,6085,6091,contains
860,6085,5060,contains
861,6085,6093,contains
862,5153,5133,contains
863,6085,5138,contains
864,6085,5097,contains
865,6085,5126,contains
866,6085,6094,contains
867,6085,5110,contains
868,3,6095,contains
869,6095,5120,contains
870,6095,6096,contains
871,6095,5176,contains
872,6095,5023,contains
873,6095,6097,contains
874,6095,6098,contains
875,6095,5168,contains
876,6095,6099,contains
877,6095,5159,contains
878,6095,5029,contains
879,6095,6100,contains
880,6095,5081,contains
881,6095,5167,contains
882,6095,6101,contains
883,6095,5014,contains
884,6095,6102,contains
885,6095,6103,contains
886,6095,6104,contains
887,6095,6105,contains
888,6095,6106,contains
889,3,6107,contains
890,6107,6108,contains
891,6107,5163,contains
892,6107,6109,contains
893,6107,6110,contains
894,6107,6111,contains
895,6107,5113,contains
896,6107,6112,contains
897,6107,275,contains
898,6107,6113,contains
899,6107,6114,contains
900,6107,6115,contains
901,6107,6116,contains
902,6107,6117,contains
903,6107,5119,contains
904,6107,6118,contains
905,6107,5046,contains
906,6107,6119,contains
907,6107,6120,contains
908,6107,6121,contains
909,3,6122,contains
910,6122,6123,contains
911,6122,343,contains
912,6122,5075,contains
913,6122,6124,contains
914,6122,5149,contains
915,6122,6125,contains
916,6122,5069,contains
917,6122,5131,contains
918,6122,5142,contains
919,5142,290,contains
920,6122,6126,contains
921,6122,6127,contains
922,6122,5085,contains
923,6122,5072,contains
924,6122,6128,contains
925,6122,5038,contains
926,6122,5173,contains
927,6122,6129,contains
928,6122,5135,contains
929,343,5184,contains
930,6122,6130,contains
931,3,6132,contains
932,118,69,contains
934,213,117,
935,6113,1161,contains
936,6108,6134,contains
937,1151,6134,adjacent
938,5127,6135,contains
939,1037,1001,adjacent
940,1001,1088,adjacent
941,5127,6136,contains
942,306,6136,adjacent
943,361,1046,contains
944,6047,1041,contains
945,6047,361,contains
946,1021,1019,adjacent
947,3,6137,contains
948,913,1083,contains
949,1029,366,adjacent
950,5166,6138,contains
951,5055,6139,contains
952,3,6140,contains
953,3,6141,contains
954,3,6142,contains
955,3,6143,contains
956,3,6144,contains
957,3,6145,contains
958,3,6146,contains
959,6088,6148,contains
960,3,6149,contains
961,3,6147,contains
962,3,6150,contains
963,6140,6151,contains
964,6140,6152,contains
965,273,6153,adjacent
966,3,6153,contains
967,3,6154,contains
968,6009,6154,adjacent
969,3,6155,adjacent
970,6155,6156,adjacent
971,3,6157,contains
972,6157,6158,adjacent
973,3,6158,contains
974,1032,348,contains
975,5194,6160,contains
976,3,6161,contains
977,32,6162,contains
978,136,6163,contains
979,6163,6164,environs
980,136,6164,contains
981,6164,6165,contains
982,9,6166,environs
983,5038,6167,contains
984,6139,986,contains
985,3,6159,contains
986,355,6169,contains
987,5029,1142,contains
988,1142,362,adjacent
989,6121,6172,contains
991,3,6174,contains
992,3,6175,contains
993,6175,6176,contains
994,3,6177,contains
995,6177,6178,contains
996,6179,6178,adjacent
997,3,6180,contains
998,6180,6181,contains
999,6180,6182,contains
1000,3,6183,contains
1001,6153,6184,contains
1002,6157,6185,adjacent
1003,3,6185,contains
1004,6157,6186,adjacent
1005,5176,6187,contains
1006,289,6175,contains
1007,185,6188,adjacent
1008,185,6189,contains
1009,185,6190,contains
1010,96,6192,contains
1011,76,6193,contains
1012,6195,6194,conquest
1013,6195,6193,contains
1014,6193,6197,contains
1015,6193,6196,contains
1016,6193,6198,contains
1017,6195,405,protectorate_status
1018,6195,405,unequal_treaty
1019,6195,405,unequal_treaty
1020,6195,405,unequal_treaty
1021,6199,195,contains
1022,6200,13,contains
1023,6200,6201,contains
1024,76,6202,contains
1025,6195,6200,contains
1026,6202,6201,contains
1027,405,6203,conquest
1028,6205,6204,contains
1029,6200,6206,contains
1030,6200,6207,contains
1031,6223,6208,contains
1032,405,197,contains
1033,184,184,contains
1034,6209,194,contains
1035,405,6211,contains
1036,405,6210,contains
1037,405,6209,contains
1038,6213,6212,contains
1039,6195,6212,protectorate_status
1040,6195,6214,contains
1041,6195,6214,protectorate_status
1042,405,6215,contains
1043,405,6216,contains
1044,405,6217,contains
1045,405,6218,contains
1046,405,6219,contains
1047,405,6220,contains
1048,405,6221,contains
1049,405,6222,contains
1050,405,6223,contains
1051,405,6224,contains
1052,405,6225,contains
1053,285,6213,contains
1054,6229,6228,contains
1055,6205,6236,contains
1056,6195,6205,contains
1057,406,6237,contains
1058,6216,6240,contains
1059,6224,6241,contains
1060,6195,6214,contains
1061,6195,405,unequal_treaty
1062,136,6242,contains
1063,153,172,contains
1064,6243,74,contains
1065,6243,45,contains
1066,6243,1,contains
1067,6245,6244,environs
1068,100,41,conquest
1069,100,41,contains
1070,6247,6246,contains
1071,376,6247,contains
1072,6247,6248,contains
1073,99,6250,contains
1074,390,6251,environs
1075,7,6252,contains
1076,7,6253,contains
1077,3,6254,contains
1078,6061,6255,contains
1079,5014,6256,contains
1080,3,6257,contains
1081,74,6258,contains
1082,153,6259,contains
1083,282,6259,contains
1084,6259,6260,contains
